  0.10000000000000000000000000000000E+01  0.00000000000000000000000000000000E+00
  0.99999989531570457712684221616102E+00  0.45756811502435853991236108803823E-03
  0.99999979063141280718763814742560E+00  0.64709901139657091937172482435281E-03
  0.99999968594712469018231131282910E+00  0.79253116783532676848825692357789E-03
  0.99999958126284022611078523140801E+00  0.91513613424832562123041161706798E-03
  0.99999947657855941497298342219996E+00  0.10231532667201183153590512250820E-02
  0.99999936666006849474812858598904E+00  0.11254685521555166508671601170833E-02
  0.99999924627315448879615198195691E+00  0.12277838258090265507901645117852E-02
  0.99999911541781865737900158367284E+00  0.13300990866095677640332805539054E-02
  0.99999897409406237034656347995257E+00  0.14324143334860601740521237240695E-02
  0.99999882230188710713664753468110E+00  0.15347295653674238100652357588492E-02
  0.99999852269556095552255749181442E+00  0.17188969415472671858105023754588E-02
  0.99999818917157269777667052302223E+00  0.19030642594260587744895764283169E-02
  0.99999782172993364626963645937570E+00  0.20872315127572644892645043343091E-02
  0.99999742037065626378122369300711E+00  0.22713986952943524326037742200526E-02
  0.99999698509375416349989646813225E+00  0.24555658007907931081503871511864E-02
  0.99999654103930930431341532503117E+00  0.26301918973683865775047345549928E-02
  0.99999612425943866177541279439162E+00  0.27841454885317236905459199996966E-02
  0.99999575384877067598263324323726E+00  0.29141524374760789859845881889699E-02
  0.99999545624107833594420875325370E+00  0.30145475941810859690738735765932E-02
  0.99999528921032237423681296175190E+00  0.30694555158386217519316869591492E-02
  0.99999507618218341684963213134986E+00  0.31380904048775283545504010421591E-02
  0.99999467449471090432889773409058E+00  0.32635842592439310296821837391521E-02
  0.99999413092719660077147409264992E+00  0.34260926958830062354100468697143E-02
  0.99999345308370468911533658922196E+00  0.36185341961226221800789853964815E-02
  0.99999263939437942601082257205206E+00  0.38368160058351608072170340610573E-02
  0.99999177805779433647729904263067E+00  0.40550976327325846681643391519387E-02
  0.99999097916694194676189216160139E+00  0.42475386685323319078090014565034E-02
  0.99999027569768970030610223007140E+00  0.44100464916533437488594464676589E-02
  0.99998971438676568669264271639171E+00  0.45355397335694247926664139656238E-02
  0.99998940073362763183742354100941E+00  0.46041742365258824703275860656160E-02
  0.99998914641938183702458254290932E+00  0.46590818232902623999306333731355E-02
  0.99998867362849418706042941791715E+00  0.47594763078446342288068204890861E-02
  0.99998804641011439437039014302651E+00  0.48894822714577978073309988997956E-02
  0.99998728180320430630920709696179E+00  0.50434345280629595571244470203915E-02
  0.99998638583803373646760250991682E+00  0.52180588907294847756995491492070E-02
  0.99998540788192627638322301648736E+00  0.54022239140503382195172244697941E-02
  0.99998439600860153464163370529934E+00  0.55863887541401156368287608270947E-02
  0.99998335021809383167105909588149E+00  0.57705534047523669817309116337535E-02
  0.99998227051043863829297445963391E+00  0.59547178596406486349646304421792E-02
  0.99998115688567257572090273071335E+00  0.61388821125585236157801479767954E-02
  0.99998020295615726982035644992077E+00  0.62923521645339788075072866154122E-02
  0.99997922547314142796482053808443E+00  0.64458220682995798024843586051400E-02
  0.99997822443664807375683178208668E+00  0.65992918202405015772658472803732E-02
  0.99997719984670078557675514059446E+00  0.67527614167419226844796950426316E-02
  0.99997615170332369658222837967014E+00  0.69062308541890253379706878459346E-02
  0.99997508000654149470759364117695E+00  0.70597001289669954979437534459966E-02
  0.99997398475637942266331594399220E+00  0.72131692374610229561071714077790E-02
  0.99997286595286327793538861804221E+00  0.73666381760563014208156928659397E-02
  0.99997172359601941278472567117280E+00  0.75201069411380286022135680327213E-02
  0.99997055768587473424654108886968E+00  0.76735755290914062973774794478224E-02
  0.99996912750338275161212229991813E+00  0.78577375957364085130603899465999E-02
  0.99996766340422568051465034145008E+00  0.80418993958649283119247917121630E-02
  0.99996616538845317984798592767243E+00  0.82260609232306187565985124817816E-02
  0.99996463345611605887999114915490E+00  0.84102221715871421612005284095935E-02
  0.99996306760726627725080613870494E+00  0.85943831346881703032024480810258E-02
  0.99996155155216812063063966938895E+00  0.87690032147683728609642811890849E-02
  0.99996018967720395208633371112688E+00  0.89229513464040978037761337252566E-02
  0.99995902117618227404655030777141E+00  0.90529535717052267822793075866925E-02
  0.99995810726006610590231482110750E+00  0.91533450096742789871636009285798E-02
  0.99995760315919942261452326167028E+00  0.92082508713134494753655226253406E-02
  0.99995696879358196042185365448872E+00  0.92768831593026633506518826348985E-02
  0.99995579672170068493580932860629E+00  0.94023721830619809645683188799297E-02
  0.99995425554429406272610115988212E+00  0.95648742206391148832094126667556E-02
  0.99995239633789129857899646954690E+00  0.97573079334802528610741603754506E-02
  0.99995024265760133525063398497595E+00  0.99755806349408514402887445448929E-02
  0.99994804133207164869550338186932E+00  0.10193852861088868998527514490416E-01
  0.99994606108344045734400262675417E+00  0.10386285366403413753730581958118E-01
  0.99994436001107525403006100368128E+00  0.10548785808856126074024823077660E-01
  0.99994302832251004072155797079215E+00  0.10674273240267111363135664981947E-01
  0.99994229333615968406271878542708E+00  0.10742904524456144273525264506885E-01
  0.99994155363928779720254626190477E+00  0.10811535758037573728606520571316E-01
  0.99994018897707197603941333029235E+00  0.10937022835195335943101451786871E-01
  0.99993839840479889347760656231886E+00  0.11099522316103595446509461681199E-01
  0.99993624386687724248318470643754E+00  0.11291952948936878511847863173704E-01
  0.99993375519955542017017686693047E+00  0.11510222088021313129081940725641E-01
  0.99993121888777946261019527177029E+00  0.11728490678671168447815372951596E-01
  0.99992894330962516237896263815588E+00  0.11920919918212193767094366793910E-01
  0.99992699284502989131417105899948E+00  0.12083417558602389959556337393061E-01
  0.99992546856876193666002160152263E+00  0.12208902798445251189588002028412E-01
  0.99992462825281621799637520685738E+00  0.12277532873802068191275633086288E-01
  0.99992420632842874277167395728396E+00  0.12311847889811837869688116344556E-01
  0.99992343182538885421107663572654E+00  0.12374590358348364128532487593554E-01
  0.99992242303118937267239407012777E+00  0.12455838768833065228626657535037E-01
  0.99992121988469012530048341586476E+00  0.12552052593627114096005762417141E-01
  0.99991984397731196974034902009321E+00  0.12661185583826159021736273917378E-01
  0.99991829801562986087095509720483E+00  0.12782695080695159867287835632169E-01
  0.99991652537869980198065476844434E+00  0.12920614327035492286410699588379E-01
  0.99991439803805697487803013892973E+00  0.13084211714511568114104324162307E-01
  0.99991158546255022265494870558347E+00  0.13297415454482958735483368518133E-01
  0.99990460795077729505088280477025E+00  0.13812132304693399195447737132404E-01
  0.99989736548215999393156529197585E+00  0.14326845494935718275172359411417E-01
  0.99989428794982056966456299667058E+00  0.14540045574939149154000787725788E-01
  0.99989189565235677198903818714300E+00  0.14703639302447426876828643442198E-01
  0.99988985805861744399654829224535E+00  0.14841554888820122828766302615041E-01
  0.99988804714013776749536534903121E+00  0.14963060725721648844808940510914E-01
  0.99988640809151977915907559810607E+00  0.15072190081032334929932874287290E-01
  0.99988495319633972798080154675631E+00  0.15168400428308569452592283575350E-01
  0.99988371739214401083650975051901E+00  0.15249645703002038506991845013258E-01
  0.99988275855045405521848479912078E+00  0.15312385625185839366540623722697E-01
  0.99988223247719865908781097399711E+00  0.15346699202540429671676389970121E-01
  0.99988117679800953980010697432608E+00  0.15415326302987852552699915771845E-01
  0.99987923438589047026641919925140E+00  0.15540805766932042038034005064791E-01
  0.99987669565667269354807761081813E+00  0.15703295281358289658926874005295E-01
  0.99987365515742555452113384382469E+00  0.15895713954700046637394415585015E-01
  0.99987016156733497882592142885464E+00  0.16113969322033768813070617802510E-01
  0.99986662033582035250470688648131E+00  0.16332223921575356451596817871553E-01
  0.99986345880403846222564040256826E+00  0.16524640644349302813064274722891E-01
  0.99986076019266730416704322925002E+00  0.16687127582104884825626144799772E-01
  0.99985865817664721092917262692519E+00  0.16812604473862740896024020013506E-01
  0.99985750188478341612444710973281E+00  0.16881229952830080215355188289542E-01
  0.99985634088279752612573487898923E+00  0.16949855352273433321660987926748E-01
  0.99985420589592287007587968985364E+00  0.17075331687363387649112929231422E-01
  0.99985141779223309780770743638955E+00  0.17237817114163251781293509777826E-01
  0.99984808198593984263538548704946E+00  0.17430230894549812218167411481548E-01
  0.99984425343699861420620213654936E+00  0.17648480643128598875004819693827E-01
  0.99984037724786779565514733637325E+00  0.17866729550799453195337788378371E-01
  0.99983692041217592310668577562124E+00  0.18059141194868290741134449995958E-01
  0.99983397243047555505930445347018E+00  0.18221623799624656036212345480710E-01
  0.99983167784383545093183832536510E+00  0.18347097317582480558664095675428E-01
  0.99983041623178191019709960723182E+00  0.18415720941134413242101794900600E-01
  0.99982940355094275138941379488209E+00  0.18470619777529563957759936179571E-01
  0.99982754414325226657037555007444E+00  0.18570998154998030813169539659031E-01
  0.99982512132513429626765266778853E+00  0.18700983053852668527537444628406E-01
  0.99982223038222479160726195678491E+00  0.18854910063784787032126962428879E-01
  0.99981892256772140260954144535807E+00  0.19029505393486036974207108932456E-01
  0.99981540099323517509255204769622E+00  0.19213639341268776272927375277857E-01
  0.99981184550729791064319129346779E+00  0.19397772637368825831682166773046E-01
  0.99980825611003020321025639746231E+00  0.19581905275540805504533873598059E-01
  0.99980463280155379693729129677197E+00  0.19766037249539357460959817123997E-01
  0.99980097558199158615845736796733E+00  0.19950168553119146397680499475393E-01
  0.99979790199481087837728330221411E+00  0.20103610789471174578553739844207E-01
  0.99979480485842354543863726134924E+00  0.20257052552303420963106535775634E-01
  0.99979168417290253719026955167677E+00  0.20410493838001723358504307359361E-01
  0.99978853993832135815544405764480E+00  0.20563934642951930810309567195915E-01
  0.99978537215475406753120691874225E+00  0.20717374963539903687609512113701E-01
  0.99978218082227527918664214162786E+00  0.20870814796151513768143348172102E-01
  0.99977896594096016166111414753237E+00  0.21024254137172644323429346945577E-01
  0.99977572751088443816249725497524E+00  0.21177692982989190203891631083667E-01
  0.99977246553212438656539209783784E+00  0.21331131329987057923986687141829E-01
  0.99976918000475683940932897883481E+00  0.21484569174552165747329603678052E-01
  0.99976520628786288891373624947416E+00  0.21668693919730442487638617089987E-01
  0.99976119866122039105720160590424E+00  0.21852817929956194828711146420213E-01
  0.99975715712496527536684211568297E+00  0.22036941198984357580221640215975E-01
  0.99975308167923462150625686960961E+00  0.22221063720569890691571083632244E-01
  0.99974897232416665927087755314459E+00  0.22405185488467779463704469626081E-01
  0.99974504453803898128431821564377E+00  0.22579767971227110793928295625022E-01
  0.99974155644102464336879388763847E+00  0.22733682607037897452689116873106E-01
  0.99973859244353290855257299367402E+00  0.22863656291669641858222799175694E-01
  0.99973629199477358457781879395247E+00  0.22964025529963389875198205582754E-01
  0.99973502957496885256511550569429E+00  0.23018919191312038724441696671033E-01
  0.99973376414105522191949114383557E+00  0.23073812783260769476444095704844E-01
  0.99973144259353364992150418273669E+00  0.23174181535755091789158831547833E-01
  0.99972842132797333027729492836332E+00  0.23304153901788403610894332263523E-01
  0.99972482170893226465840917725923E+00  0.23458065969802278734266925418529E-01
  0.99972071006217045445530775006075E+00  0.23632644219166806091076634975478E-01
  0.99971634074023188187755935858596E+00  0.23816760001322263149208214626113E-01
  0.99971193751020216952054421636712E+00  0.24000874975667708638340188359212E-01
  0.99970750037223066487321738819549E+00  0.24184989135958383844534842904854E-01
  0.99970302932646786550434538216081E+00  0.24369102475949557664729889003355E-01
  0.99969852437306541905740161642515E+00  0.24553214989396526818545453805997E-01
  0.99969600696978213619054107492423E+00  0.24655499359641990018460226253728E-01
  0.99969347910125146719292887606753E+00  0.24757783471783091063969474698055E-01
  0.99969094076749987487860911512250E+00  0.24860067324749075916080905458060E-01
  0.99968839196855393161605558343473E+00  0.24962350917469193248958712808145E-01
  0.99968583270444031932789359745617E+00  0.25064634248872694461132663975644E-01
  0.99968311946123166739447738524284E+00  0.25172617350224332647748823749671E-01
  0.99968002565859501158879476764776E+00  0.25295183320759295622466911944561E-01
  0.99967633635271611726564806408247E+00  0.25440568712416638172447319989125E-01
  0.99967149662303748884458175518681E+00  0.25630037835640167800715388128684E-01
  0.99965966448503075367108052163959E+00  0.26087452954931097982538205355660E-01
  0.99964762304968873993513622550502E+00  0.26544862612328764235736271648658E-01
  0.99964257402268213633308796765661E+00  0.26734326273659220526864918880674E-01
  0.99963867541948257021026751890221E+00  0.26879706203423680331187245656995E-01
  0.99963537231953254598606645001305E+00  0.27002266712065951151724601835865E-01
  0.99963244977901782901513417053428E+00  0.27110244351525087775633388459084E-01
  0.99962967075274070870121681767600E+00  0.27212521947941667471033434065388E-01
  0.99962688126191063828225815685810E+00  0.27314799259485873764695484623595E-01
  0.99962408130655681934695565355161E+00  0.27417076285087023809197864661660E-01
  0.99962127088670856303113814390840E+00  0.27519353023674437750493685773395E-01
  0.99961845000239529001745899319595E+00  0.27621629474177438739119183418677E-01
  0.99961334604027388694004225174270E+00  0.27805726355692530932984166236808E-01
  0.99960820817355468867598993242026E+00  0.27989822294100998723303682374806E-01
  0.99960303640241195991007213426656E+00  0.28173917283158729051572131406760E-01
  0.99959783072702111528753900878781E+00  0.28358011316621641059089015266658E-01
  0.99959259114755871940817109650296E+00  0.28542104388245686298743875847985E-01
  0.99958759169416218716317544150596E+00  0.28716659469111334271408226846996E-01
  0.99958315879906982027617271101001E+00  0.28870549791674673495823242216014E-01
  0.99957939696430133992449897525566E+00  0.29000502831566235149615337720038E-01
  0.99957648040396802231237504066432E+00  0.29100856056407211569609090842251E-01
  0.99957488102223546494381949159566E+00  0.29155740933541965966374063631186E-01
  0.99957287755715867953956306158318E+00  0.29224346906329013528271179641528E-01
  0.99956920219137276332873204637861E+00  0.29349787571676823182583313991486E-01
  0.99956441937765818839677779691864E+00  0.29512226520631470758621940181830E-01
  0.99955872145627641328636973482361E+00  0.29704584842983795147709829063547E-01
  0.99955221362743673264680094933434E+00  0.29922771136562224108112061494478E-01
  0.99954565817232246099403718151759E+00  0.30140956004392107625206404777568E-01
  0.99953983925689297681356473549021E+00  0.30333310704645306901200898781776E-01
  0.99953489661186582292554444509264E+00  0.30495744868861627101518204442745E-01
  0.99953106169293120414257082791678E+00  0.30621180757798272181628781344319E-01
  0.99952895764717348987994720316771E+00  0.30689783719584338342462174044501E-01
  0.99952727102039328031485955728691E+00  0.30744665984935978157284279448820E-01
  0.99952417935402041383998120962271E+00  0.30845013967771710013423434691404E-01
  0.99952016082464569254586313079527E+00  0.30974959323208322922913539574434E-01
  0.99951538025570699834100778422804E+00  0.31128839237746156339900213974369E-01
  0.99950992909061934841677685162808E+00  0.31303380796091050772622410311790E-01
  0.99950414707096325722940038634169E+00  0.31487457629129907638030954594280E-01
  0.99949833115041315007041361315171E+00  0.31671533394186238322142729145751E-01
  0.99949248132916628965928826597278E+00  0.31855608085016614000404289775280E-01
  0.99948659760742108854957237294990E+00  0.32039681695377642283548985828029E-01
  0.99948067998537710912216055656778E+00  0.32223754219025967429358546476720E-01
  0.99947572273775699553987879502565E+00  0.32377147154100898334637881511530E-01
  0.99947074194851885633565497796401E+00  0.32530539326565578964548523453451E-01
  0.99946573761778000885401570907990E+00  0.32683930732807015176128865144804E-01
  0.99946070974565832493521451788376E+00  0.32837321369212230874014186563055E-01
  0.99945565833227223091245551028338E+00  0.32990711232168268095536573946209E-01
  0.99945058337774070760910395865921E+00  0.33144100318062187095824411821266E-01
  0.99944548488218329033588383149684E+00  0.33297488623281066432901445931311E-01
  0.99944036284572006888806226264260E+00  0.33450876144212003052785415056805E-01
  0.99943521726847168754262096024867E+00  0.33604262877242112374586249726685E-01
  0.99943004815055934505541455547418E+00  0.33757648818758528375603835814853E-01
  0.99942381413555957294905609363765E+00  0.33941710898693264600697500754312E-01
  0.99941754622239049425532846810526E+00  0.34125771827402818549829890806895E-01
  0.99941124441126470224927605268396E+00  0.34309831598644264613387826141365E-01
  0.99940490870239593994708362928053E+00  0.34493890206174716440428305820828E-01
  0.99939853909599910009882671379114E+00  0.34677947643751327150422930431980E-01
  0.99939246816374425744636818403601E+00  0.34852468744400601397137910463900E-01
  0.99938709063763295964178157414865E+00  0.35006328954170609296804816611258E-01
  0.99938253110735709900136481760644E+00  0.35136256451882012452806758464237E-01
  0.99937899854536394735894000422388E+00  0.35236589881335639667353154507504E-01
  0.99937706226197823031407703037707E+00  0.35291463905852470218016030131553E-01
  0.99937512296556285306606317966037E+00  0.35346337823968792376334180020342E-01
  0.99937156931236212239361256187594E+00  0.35446670508618862341476847953472E-01
  0.99936695253452320691567805085173E+00  0.35576595984720623312001133141247E-01
  0.99936146352631700240629660513177E+00  0.35730452257671909713504442790326E-01
  0.99935520879926156864372570531315E+00  0.35904966867890478593316336797106E-01
  0.99934857931907842518038199631355E+00  0.36089015128424013436652371517688E-01
  0.99934191594327776798346843971228E+00  0.36273062164900719106436720148362E-01
  0.99933521867208560351575825244707E+00  0.36457107971078141185811945651436E-01
  0.99932848750572908789415913927209E+00  0.36641152540713866986857647568659E-01
  0.99932172244443652688200867695734E+00  0.36825195867565525762318819084371E-01
  0.99931605900155986421483971669627E+00  0.36978564352756101562829611537152E-01
  0.99931037202082589027284721954771E+00  0.37131931966954798997450820149597E-01
  0.99930466150236855601162974721501E+00  0.37285298706549202367803327839613E-01
  0.99929892744632236679354125868400E+00  0.37438664567926916575908553548985E-01
  0.99929316985282238238452297537893E+00  0.37592029547475567209274686575606E-01
  0.99928738872200421695092218791481E+00  0.37745393641582800625982433680440E-01
  0.99928158405400403905629800452093E+00  0.37898756846636284039770276965108E-01
  0.99927575584895857165821404121080E+00  0.38052119159023705605119240516000E-01
  0.99926990410700509210501805377418E+00  0.38205480575132774502337163810836E-01
  0.99926402882828143213260851166686E+00  0.38358841091351221022642479883596E-01
  0.99925813001292597786118811387458E+00  0.38512200704066796653247496243763E-01
  0.99925220766107766979200424682733E+00  0.38665559409667274162441176545832E-01
  0.99924626177287600280407638444094E+00  0.38818917204540447684671421005038E-01
  0.99924029234846102615091043036305E+00  0.38972274085074132805626843555295E-01
  0.99923429938797334345720000250077E+00  0.39125630047656166647318043745312E-01
  0.99922828289155411271551465990780E+00  0.39278985088674407953158371368906E-01
  0.99922224285934504628297507210891E+00  0.39432339204516737173044181825503E-01
  0.99921617929148841087791513094034E+00  0.39585692391571056548434580206863E-01
  0.99921009218812702757653100498433E+00  0.39739044646225290197430652106055E-01
  0.99920398154940427180951713667717E+00  0.39892395964867384199854179144738E-01
  0.99919784737546407335868918216966E+00  0.40045746343885306682325837214795E-01
  0.99919168966645091635359389401964E+00  0.40199095779667047903342875430399E-01
  0.99918550842250983926810594679654E+00  0.40352444268600620338356273786597E-01
  0.99917930364378643491701170567791E+00  0.40505791807074058764847377520493E-01
  0.99917307533042685045257993811857E+00  0.40659138391475420347404006171158E-01
  0.99916682348257778736111946867304E+00  0.40812484018192784722796035334369E-01
  0.99916054810038650145952377705243E+00  0.40965828683614254085050449108318E-01
  0.99915424918400080289180253949705E+00  0.41119172384127953270525861226442E-01
  0.99914792673356905612560011354658E+00  0.41272515116122029842986502873512E-01
  0.99914158074924017994870096628968E+00  0.41425856875984654178675675181181E-01
  0.99913393450351181486900421130607E+00  0.41609865699520864175486609496328E-01
  0.99912625436944619713812089013232E+00  0.41793873111745624157755513441750E-01
  0.99911854034730381933304525754650E+00  0.41977879106417823672599095989246E-01
  0.99911079243734632343680656581848E+00  0.42161883677296400347273858730655E-01
  0.99910301063983650082959476722672E+00  0.42345886818140340100858653339446E-01
  0.99909560068547670028822270827738E+00  0.42520356194727358012229131895357E-01
  0.99908904265975162346615575915934E+00  0.42674170609643963779137111264968E-01
  0.99908348625525189116833395024199E+00  0.42804059294089216810660561079621E-01
  0.99907918388111653422251356126084E+00  0.42904362662113231139516120620813E-01
  0.99907682657476776574267132512198E+00  0.42959220212794988523547538738836E-01
  0.99907387570603259266322973136355E+00  0.43027791968992994619123707967133E-01
  0.99906846808778117769838516368126E+00  0.43153169903660177668178726719613E-01
  0.99906144210205460712033866938033E+00  0.43315527296374796466966684553164E-01
  0.99905308784561098976125497304026E+00  0.43507788568828579806927361716073E-01
  0.99904356701961246219283862643459E+00  0.43725864162176402045959338035923E-01
  0.99903399859157513908419442800692E+00  0.43943937672091278086377794228846E-01
  0.99902552340265459514654052585111E+00  0.44136193651605660733216375839162E-01
  0.99901833766694952087034017007165E+00  0.44298544052427142376978266988297E-01
  0.99901277057674192809473987392977E+00  0.44423915007369592990404264332168E-01
  0.99900971917850876734762308483138E+00  0.44492482363620170953200190825235E-01
  0.99900819171459315043701708715864E+00  0.44526765963167563638569682146842E-01
  0.99900539581588297588477083175043E+00  0.44589450890888812774884803684856E-01
  0.99900176941676036723160695879195E+00  0.44670624600311451201207629984433E-01
  0.99899746652443654158489945546132E+00  0.44766749689443519870044472275552E-01
  0.99899257465694126437477550467485E+00  0.44875781667795316958769203761018E-01
  0.99898711400594561467601218119512E+00  0.44997178245661350666526716552073E-01
  0.99898089801368524805646229809059E+00  0.45134968746759903059723435147871E-01
  0.99897350005580809087026087477246E+00  0.45298412623936307939711403779184E-01
  0.99896381871601267672790063630074E+00  0.45511415011196486927441740914919E-01
